timestamp,experiment,payload,route,variant,verdict,reason,effect,preconditions,mission_impact,fc_impact,gcs_or_log_impact,observed_signal,bundle
2026-07-07T02:42:32.623955+00:00,E21_param_edit,param-edit,fc-direct,fence-speed-failsafe-params,pass,4/4 parameter changes confirmed; speed_param=WP_SPD,persistent configuration change,MAVLink parameter write access,configuration/stateful mission behavior can be changed later,1,0,"PARAM_VALUE readback; required=FENCE_RADIUS,FENCE_ACTION,WP_SPD",
