timestamp,elapsed_s,experiment,phase,sample_index,target_lat,target_lon,target_alt,target_drift_m,obs_lat,obs_lon,obs_alt,official_drift_m,target_error_m,reflected,gps_fix_type,gps_satellites,gps_raw_lat,gps_raw_lon,gps_raw_alt,vn,ve,vd,commanded_speed_mps,commanded_accel_mps2,message_type,status_text,mode,mission_seq,fence_breach_status,fence_breach_count,fence_breach_type
2026-07-06T22:30:29.380872+00:00,0.0002543926239013672,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,,,,,,,,,0.0,0.0,HEARTBEAT,,STABILIZE,,,,
2026-07-06T22:30:29.381004+00:00,0.00037288665771484375,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,0.0,0.0,0.0,13173877.35106569,13173877.35106569,0,,,,,,0.0,0.0,-0.02,0.0,0.0,GLOBAL_POSITION_INT,,STABILIZE,,,,
2026-07-06T22:30:29.381120+00:00,0.0004889965057373047,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,,,,,,,,,0.0,0.0,MISSION_CURRENT,,STABILIZE,0,,,
2026-07-06T22:30:29.381331+00:00,0.0006995201110839844,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,1,0,0.0,0.0,0.0,,,,0.0,0.0,GPS_RAW_INT,,STABILIZE,0,,,
2026-07-06T22:30:29.381373+00:00,0.00074005126953125,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,1,0,0.0,0.0,0.0,,,,0.0,0.0,FENCE_STATUS,,STABILIZE,0,0,0,0
2026-07-06T22:30:29.391866+00:00,0.011252641677856445,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,1,0,0.0,0.0,0.0,,,,0.0,0.0,STATUSTEXT,GPS 1: detected MAV,STABILIZE,0,0,0,0
2026-07-06T22:30:29.578681+00:00,0.19807004928588867,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,1,0,0.0,0.0,0.0,,,,0.0,0.0,HEARTBEAT,GPS 1: detected MAV,STABILIZE,0,0,0,0
2026-07-06T22:30:29.578832+00:00,0.19820165634155273,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,37.5665,126.978,20.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,GLOBAL_POSITION_INT,GPS 1: detected MAV,STABILIZE,0,0,0,0
2026-07-06T22:30:29.578948+00:00,0.19831562042236328,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,1,0,0.0,0.0,0.0,,,,0.0,0.0,MISSION_CURRENT,GPS 1: detected MAV,STABILIZE,0,0,0,0
2026-07-06T22:30:29.579112+00:00,0.19847941398620605,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,3,12,37.5665,126.978,20.0,,,,0.0,0.0,GPS_RAW_INT,GPS 1: detected MAV,STABILIZE,0,0,0,0
2026-07-06T22:30:29.579140+00:00,0.19850635528564453,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,3,12,37.5665,126.978,20.0,,,,0.0,0.0,FENCE_STATUS,GPS 1: detected MAV,STABILIZE,0,0,0,0
2026-07-06T22:30:29.776966+00:00,0.3963508605957031,E7_companion_global-position-int,warmup,0,37.5665,126.978,20.0,0.0,,,,,,,3,12,37.5665,126.978,20.0,,,,0.0,0.0,HEARTBEAT,GPS 1: detected MAV,STABILIZE,0,0,0,0
